congress,bill_number,bill_type,bill_subject
116,1170,hres,Protest and dissent
116,1170,hres,Religion
116,1170,hres,"Sovereignty, recognition, national governance and status"
116,892,hres,Congressional tributes
116,892,hres,Crime victims
116,892,hres,Europe
116,892,hres,Germany
116,892,hres,"War crimes, genocide, crimes against humanity"
116,892,hres,World history
116,38,hres,Asia
116,38,hres,Commemorative events and holidays
116,38,hres,North Korea
116,38,hres,Racial and ethnic relations
116,38,hres,South Korea
116,38,hres,U.S. history
116,65,hres,Caribbean area
116,65,hres,Commemorative events and holidays
116,65,hres,Congressional tributes
116,65,hres,Dominican Republic
116,65,hres,Historical and cultural resources
116,65,hres,Latin America
116,592,hres,Congressional tributes
116,592,hres,Department of Health and Human Services
116,592,hres,Health programs administration and funding
116,592,hres,Health promotion and preventive care
116,592,hres,Immunology and vaccination
116,592,hres,Infectious and parasitic diseases
116,592,hres,Medical research
116,592,hres,National Institutes of Health (NIH)
116,592,hres,National Science Foundation
116,592,hres,Research administration and funding
116,592,hres,Research and development
116,846,hres,Commemorative events and holidays
116,846,hres,Congressional tributes
116,846,hres,Environmental health
116,1045,hres,Bosnia and Herzegovina
116,1045,hres,Conflicts and wars
116,1045,hres,Congressional tributes
116,1045,hres,Crime victims
116,1045,hres,"Criminal investigation, prosecution, interrogation"
116,1045,hres,Croatia
116,1045,hres,"Diplomacy, foreign officials, Americans abroad"
116,1045,hres,Europe
116,1045,hres,Human rights
116,1045,hres,International law and treaties
116,1045,hres,International organizations and cooperation
116,1045,hres,Judicial procedure and administration
116,1045,hres,Racial and ethnic relations
116,1045,hres,Religion
116,1045,hres,Rule of law and government transparency
116,1045,hres,Serbia
116,1045,hres,"Sovereignty, recognition, national governance and status"
116,1045,hres,Violent crime
116,1045,hres,"War crimes, genocide, crimes against humanity"
116,1045,hres,World history
116,310,hres,Arab-Israeli relations
116,310,hres,Conflicts and wars
116,310,hres,"Diplomacy, foreign officials, Americans abroad"
116,310,hres,Foreign aid and international relief
116,310,hres,International organizations and cooperation
116,310,hres,Israel
116,310,hres,Middle East
116,310,hres,"Refugees, asylum, displaced persons"
116,310,hres,Syria
116,93,hres,Asia
116,93,hres,Conflicts and wars
116,93,hres,Europe
116,93,hres,Georgia (Republic)
116,93,hres,Middle East
116,93,hres,Military operations and strategy
116,93,hres,Russia
116,93,hres,"Sovereignty, recognition, national governance and status"
116,93,hres,Syria
116,370,hres,Business ethics
116,370,hres,Business investment and capital
116,370,hres,Small business
116,190,hres,Asia
116,190,hres,Azerbaijan
116,190,hres,Conflicts and wars
116,190,hres,"Diplomacy, foreign officials, Americans abroad"
116,190,hres,Europe
116,190,hres,International organizations and cooperation
116,706,hres,Commemorative events and holidays
116,706,hres,Family relationships
116,706,hres,Military personnel and dependents
116,706,hres,Veterans' organizations and recognition
116,287,hres,Appropriations
116,287,hres,Border security and unlawful immigration
116,287,hres,Immigrant health and welfare
116,287,hres,Latin America
116,287,hres,Mexico
116,287,hres,"Presidents and presidential powers, Vice Presidents"
116,987,hres,Cardiovascular and respiratory health
116,987,hres,Charitable contributions
116,987,hres,Commemorative events and holidays
116,987,hres,Congressional tributes
116,987,hres,Correctional facilities and imprisonment
116,987,hres,Cosmetics and personal care
116,987,hres,Detention of persons
116,987,hres,Emergency medical services and trauma care
116,987,hres,Government information and archives
116,987,hres,Health care coverage and access
116,987,hres,Health information and medical records
116,987,hres,Health personnel
116,987,hres,"Health technology, devices, supplies"
116,987,hres,Homelessness and emergency shelter
116,987,hres,Infectious and parasitic diseases
116,987,hres,Poverty and welfare assistance
116,987,hres,State and local government operations
116,987,hres,Women's health
116,384,hres,Crime victims
116,384,hres,Delaware
116,384,hres,District of Columbia
116,384,hres,Maryland
116,384,hres,Monuments and memorials
116,384,hres,New Jersey
116,384,hres,New York City
116,384,hres,"Parks, recreation areas, trails"
116,384,hres,Pennsylvania
116,384,hres,Terrorism
116,384,hres,Virginia
116,384,hres,West Virginia
116,1163,hres,Bosnia and Herzegovina
116,1163,hres,Collective security
116,1163,hres,Commemorative events and holidays
116,1163,hres,Conflicts and wars
116,1163,hres,Congressional tributes
116,1163,hres,"Diplomacy, foreign officials, Americans abroad"
116,1163,hres,Economic performance and conditions
116,1163,hres,Europe
116,1163,hres,European Union
116,1163,hres,Human rights
116,1163,hres,International law and treaties
116,1163,hres,International organizations and cooperation
116,1163,hres,Ohio
116,1163,hres,Religion
116,1163,hres,Rule of law and government transparency
116,1163,hres,"Sovereignty, recognition, national governance and status"
116,684,hres,Athletes
116,684,hres,Congressional tributes
116,684,hres,District of Columbia
116,684,hres,Professional sports
116,957,hres,Allergies
116,957,hres,Cardiovascular and respiratory health
116,957,hres,Commemorative events and holidays
116,957,hres,Congressional tributes
116,957,hres,Health information and medical records
116,957,hres,Health personnel
116,957,hres,Medical research
116,838,hres,Accidents
116,838,hres,Congressional tributes
116,838,hres,Connecticut
116,838,hres,Oil and gas
116,838,hres,Worker safety and health
116,1035,hres,Commemorative events and holidays
116,1035,hres,Immigration status and procedures
116,1035,hres,Racial and ethnic relations
116,1035,hres,U.S. history
116,365,hres,Commemorative events and holidays
116,365,hres,Health promotion and preventive care
116,365,hres,Immunology and vaccination
116,365,hres,Medical research
116,947,hres,Commemorative events and holidays
116,947,hres,General science and technology matters
116,947,hres,Policy sciences
116,947,hres,Science and engineering education
116,947,hres,"Teaching, teachers, curricula"
116,698,hres,Correctional facilities and imprisonment
116,698,hres,Criminal procedure and sentencing
116,698,hres,"Drug, alcohol, tobacco use"
116,698,hres,Judicial procedure and administration
116,698,hres,Mental health
116,698,hres,"Veterans' education, employment, rehabilitation"
116,698,hres,Veterans' medical care
116,899,hres,Congressional tributes
116,899,hres,National and community service
116,899,hres,Social Welfare
116,899,hres,"Social work, volunteer service, charitable organizations"
116,1122,hres,Commemorative events and holidays
116,1122,hres,Congressional tributes
116,1122,hres,Music
116,1122,hres,Performing arts
116,1122,hres,Physical fitness and lifestyle
116,594,hres,Agricultural conservation and pollution
116,594,hres,Air quality
116,594,hres,Alliances
116,594,hres,Brazil
116,594,hres,Climate change and greenhouse gases
116,594,hres,Crime victims
116,594,hres,Crimes against animals and natural resources
116,594,hres,"Criminal investigation, prosecution, interrogation"
116,594,hres,Detention of persons
116,594,hres,Employment discrimination and employee rights
116,594,hres,Fires
116,594,hres,Foreign aid and international relief
116,594,hres,"Forests, forestry, trees"
116,594,hres,"Government ethics and transparency, public corruption"
116,594,hres,Government studies and investigations
116,594,hres,Hate crimes
116,594,hres,Human rights
116,594,hres,International organizations and cooperation
116,594,hres,Judicial procedure and administration
116,594,hres,Labor standards
116,594,hres,Latin America
116,594,hres,"Military assistance, sales, and agreements"
116,594,hres,Multilateral development programs
116,594,hres,Property rights
116,594,hres,Protest and dissent
116,594,hres,Racial and ethnic relations
116,594,hres,Rule of law and government transparency
116,594,hres,Sanctions
116,594,hres,"Sex, gender, sexual orientation discrimination"
116,594,hres,"Sovereignty, recognition, national governance and status"
116,594,hres,Women's rights
116,184,hres,Congressional committees
116,184,hres,House Committee on Natural Resources
116,747,hres,Congressional committees
116,747,hres,Congressional operations and organization
116,747,hres,Correctional facilities and imprisonment
116,747,hres,"Criminal investigation, prosecution, interrogation"
116,747,hres,Department of the Treasury
116,747,hres,Drug trafficking and controlled substances
116,747,hres,"Drug, alcohol, tobacco use"
116,747,hres,Federal officials
116,747,hres,U.S. history
116,570,hres,Commemorative events and holidays
116,570,hres,Disability and health-based discrimination
116,570,hres,Health programs administration and funding
116,570,hres,Health promotion and preventive care
116,570,hres,Minority health
116,570,hres,Racial and ethnic relations
116,645,hres,Commemorative events and holidays
116,645,hres,Women's rights
116,715,hres,Accidents
116,715,hres,Commemorative events and holidays
116,715,hres,Crime victims
116,715,hres,Emergency medical services and trauma care
116,715,hres,Mental health
116,267,hres,Commemorative events and holidays
116,267,hres,Digestive and metabolic diseases
116,267,hres,Health promotion and preventive care
116,1015,hres,Cardiovascular and respiratory health
116,1015,hres,Economic performance and conditions
116,1015,hres,Emergency medical services and trauma care
116,1015,hres,Infectious and parasitic diseases
116,1015,hres,Motor vehicles
116,1015,hres,Sports and recreation facilities
116,1015,hres,State and local government operations
116,140,hres,Border security and unlawful immigration
116,140,hres,Citizenship and naturalization
116,140,hres,Constitution and constitutional amendments
116,140,hres,Due process and equal protection
116,140,hres,Immigration status and procedures
116,140,hres,Judicial review and appeals
116,699,hres,Commemorative events and holidays
116,699,hres,Conflicts and wars
116,699,hres,Congressional tributes
116,699,hres,"Diplomacy, foreign officials, Americans abroad"
116,699,hres,Europe
116,699,hres,Poland
116,857,hres,Asia
116,857,hres,Commemorative events and holidays
116,857,hres,Conflicts and wars
116,857,hres,Congressional tributes
116,857,hres,Intergovernmental relations
116,857,hres,Japan
116,857,hres,Military history
116,857,hres,Military personnel and dependents
116,857,hres,U.S. history
116,857,hres,Veterans' organizations and recognition
116,295,hres,Border security and unlawful immigration
116,295,hres,Constitution and constitutional amendments
116,295,hres,"Elections, voting, political campaign regulation"
116,295,hres,Voting rights
116,282,hres,Business investment and capital
116,282,hres,"Government ethics and transparency, public corruption"
116,282,hres,News media and reporting
116,1004,hres,Cancer
116,1004,hres,Commemorative events and holidays
116,1004,hres,Congressional tributes
116,1004,hres,Health promotion and preventive care
116,1004,hres,Medical research
116,1004,hres,Neurological disorders
116,993,hres,Commemorative events and holidays
116,993,hres,Crime prevention
116,993,hres,Criminal justice information and records
116,993,hres,Firearms and explosives
116,993,hres,Licensing and registrations
116,993,hres,Retail and wholesale trades
116,918,hres,Cardiovascular and respiratory health
116,918,hres,Census and government statistics
116,918,hres,Commemorative events and holidays
116,918,hres,Emergency medical services and trauma care
116,918,hres,Government information and archives
116,918,hres,Health care coverage and access
116,918,hres,Health care quality
116,918,hres,Health information and medical records
116,918,hres,Infectious and parasitic diseases
116,918,hres,Minority health
116,918,hres,Racial and ethnic relations
116,59,hres,Medicare
116,59,hres,Social security and elderly assistance
116,44,hres,Commemorative events and holidays
116,44,hres,Congressional tributes
116,44,hres,Elementary and secondary education
116,44,hres,School administration
116,44,hres,"Teaching, teachers, curricula"
116,879,hres,Aviation and airports
116,879,hres,Homeland security
116,879,hres,"Military procurement, research, weapons development"
116,161,hres,Commemorative events and holidays
116,161,hres,Health care coverage and access
116,161,hres,Health promotion and preventive care
116,161,hres,Hereditary and development disorders
116,161,hres,Medical research
116,161,hres,Medical tests and diagnostic methods
116,161,hres,World health
116,1207,hres,Commemorative events and holidays
116,1207,hres,Conflicts and wars
116,1207,hres,Crimes against women
116,1207,hres,"Diplomacy, foreign officials, Americans abroad"
116,1207,hres,"Government employee pay, benefits, personnel management"
116,1207,hres,Human rights
116,1207,hres,International organizations and cooperation
116,1207,hres,Performance measurement
116,1207,hres,"Sex, gender, sexual orientation discrimination"
116,1207,hres,United Nations
116,1207,hres,Women's employment
116,1207,hres,Women's rights
116,1167,hres,Congressional tributes
116,1167,hres,Health personnel
116,1167,hres,Military history
116,1167,hres,Military medicine
116,104,hres,Commemorative events and holidays
116,104,hres,Higher education
116,104,hres,Indian social and development programs
116,104,hres,Minority education
116,711,hres,Alabama
116,711,hres,Commemorative events and holidays
116,711,hres,State and local government operations
116,146,hres,Cardiovascular and respiratory health
116,146,hres,Commemorative events and holidays
116,146,hres,Health promotion and preventive care
116,146,hres,Medical research
116,146,hres,Medical tests and diagnostic methods
116,146,hres,Mental health
116,146,hres,Sex and reproductive health
116,146,hres,Women's health
116,21,hres,Alaska
116,21,hres,Commemorative events and holidays
116,21,hres,State and local government operations
116,21,hres,U.S. history
116,943,hres,Asia
116,943,hres,Commemorative events and holidays
116,943,hres,Conflicts and wars
116,943,hres,Congressional tributes
116,943,hres,Human rights
116,943,hres,Military history
116,943,hres,Military personnel and dependents
116,943,hres,"Refugees, asylum, displaced persons"
116,943,hres,"Sovereignty, recognition, national governance and status"
116,943,hres,Vietnam
116,722,hres,Commemorative events and holidays
116,722,hres,Crime prevention
116,722,hres,Crimes against women
116,722,hres,Criminal justice information and records
116,722,hres,Government studies and investigations
116,722,hres,Hate crimes
116,722,hres,Human rights
116,722,hres,Racial and ethnic relations
116,722,hres,"Sex, gender, sexual orientation discrimination"
116,722,hres,Violent crime
116,633,hres,Congressional leadership
116,633,hres,Evidence and witnesses
116,633,hres,"Government ethics and transparency, public corruption"
116,633,hres,House of Representatives
116,633,hres,Legislative rules and procedure
116,633,hres,"Presidents and presidential powers, Vice Presidents"
116,586,hres,Commemorative events and holidays
116,586,hres,Congressional tributes
116,586,hres,"Drug, alcohol, tobacco use"
116,586,hres,Health promotion and preventive care
116,520,hres,Community life and organization
116,520,hres,Congressional tributes
116,154,hres,Commemorative events and holidays
116,154,hres,Congressional tributes
116,154,hres,Racial and ethnic relations
116,163,hres,Administrative law and regulatory procedures
116,163,hres,Business ethics
116,163,hres,Criminal procedure and sentencing
116,163,hres,"Drug, alcohol, tobacco use"
116,163,hres,Housing and community development funding
116,163,hres,Licensing and registrations
116,163,hres,Minority and disadvantaged businesses
116,163,hres,Racial and ethnic relations
116,163,hres,Small business
116,163,hres,State and local government operations
116,556,hres,Civics education
116,556,hres,Commemorative events and holidays
116,556,hres,"Elections, voting, political campaign regulation"
116,556,hres,Elementary and secondary education
116,556,hres,"Government ethics and transparency, public corruption"
116,556,hres,Government information and archives
116,556,hres,Higher education
116,556,hres,Marketing and advertising
116,556,hres,Postal service
116,556,hres,Protest and dissent
116,556,hres,Racial and ethnic relations
116,556,hres,State and local government operations
116,556,hres,"Teaching, teachers, curricula"
116,556,hres,U.S. history
116,556,hres,Voting rights
116,681,hres,Alabama
116,681,hres,Commemorative events and holidays
116,681,hres,Congressional tributes
116,681,hres,Food industry and services
116,221,hres,Human rights
116,221,hres,International law and treaties
116,221,hres,International organizations and cooperation
116,221,hres,Multilateral development programs
116,221,hres,News media and reporting
116,221,hres,Rule of law and government transparency
116,221,hres,"Sovereignty, recognition, national governance and status"
116,58,hres,Academic performance and assessments
116,58,hres,Education programs funding
116,58,hres,Elementary and secondary education
116,58,hres,Higher education
116,58,hres,"Teaching, teachers, curricula"
116,58,hres,Wages and earnings
116,55,hres,Commemorative events and holidays
116,55,hres,Congressional tributes
116,55,hres,Higher education
116,55,hres,Kentucky
116,600,hres,Assault and harassment offenses
116,600,hres,Commemorative events and holidays
116,600,hres,Crimes against women
116,600,hres,Higher education
116,600,hres,Sex offenses
116,1188,hres,Commemorative events and holidays
116,1188,hres,Congressional tributes
116,1188,hres,Europe
116,1188,hres,Historical and cultural resources
116,1188,hres,Italy
116,784,hres,California
116,784,hres,Congressional leadership
116,784,hres,Federal officials
116,784,hres,"Government ethics and transparency, public corruption"
116,784,hres,House of Representatives
116,784,hres,Members of Congress
116,784,hres,"Presidents and presidential powers, Vice Presidents"
116,593,hres,Congressional committees
116,593,hres,Congressional oversight
116,593,hres,"Diplomacy, foreign officials, Americans abroad"
116,593,hres,Employment discrimination and employee rights
116,593,hres,Europe
116,593,hres,"Government ethics and transparency, public corruption"
116,593,hres,Government studies and investigations
116,593,hres,House Permanent Select Committee on Intelligence
116,593,hres,"Intelligence activities, surveillance, classified information"
116,593,hres,"Presidents and presidential powers, Vice Presidents"
116,593,hres,Senate Select Committee on Intelligence
116,593,hres,Ukraine
116,651,hres,Assault and harassment offenses
116,651,hres,Child safety and welfare
116,651,hres,Commemorative events and holidays
116,1139,hres,Commemorative events and holidays
116,1139,hres,Congressional tributes
116,1139,hres,"Parks, recreation areas, trails"
116,1139,hres,"Social work, volunteer service, charitable organizations"
116,412,hres,Commemorative events and holidays
116,412,hres,Health promotion and preventive care
116,412,hres,Infectious and parasitic diseases
116,412,hres,Medical research
116,615,hres,Alternative and renewable resources
116,615,hres,Commemorative events and holidays
116,615,hres,"Energy storage, supplies, demand"
116,554,hres,Child safety and welfare
116,554,hres,Commemorative events and holidays
116,554,hres,Elementary and secondary education
116,554,hres,Motor carriers
116,554,hres,Motor vehicles
116,554,hres,Transportation safety and security
116,1141,hres,Commemorative events and holidays
116,1141,hres,Congressional tributes
116,1141,hres,Health personnel
116,1141,hres,Minority employment
116,1141,hres,Minority health
116,1141,hres,Nursing
116,442,hres,Asia
116,442,hres,Commemorative events and holidays
116,442,hres,Conflicts and wars
116,442,hres,Congressional tributes
116,442,hres,"Criminal investigation, prosecution, interrogation"
116,442,hres,"Diplomacy, foreign officials, Americans abroad"
116,442,hres,"Government ethics and transparency, public corruption"
116,442,hres,Human rights
116,442,hres,International organizations and cooperation
116,442,hres,Military operations and strategy
116,442,hres,Political parties and affiliation
116,442,hres,Racial and ethnic relations
116,442,hres,Reconstruction and stabilization
116,442,hres,Religion
116,442,hres,Sanctions
116,442,hres,"Sovereignty, recognition, national governance and status"
116,442,hres,Sri Lanka
116,442,hres,United Nations
116,442,hres,"War crimes, genocide, crimes against humanity"
116,1225,hres,Commemorative events and holidays
116,1225,hres,Congressional tributes
116,1225,hres,Economic performance and conditions
116,1225,hres,Racial and ethnic relations
116,1225,hres,"Social work, volunteer service, charitable organizations"
116,1225,hres,Urban and suburban affairs and development
116,482,hres,Africa
116,482,hres,Alliances
116,482,hres,Bahrain
116,482,hres,Conflicts and wars
116,482,hres,Congressional tributes
116,482,hres,"Diplomacy, foreign officials, Americans abroad"
116,482,hres,Egypt
116,482,hres,International organizations and cooperation
116,482,hres,Kuwait
116,482,hres,Middle East
116,482,hres,Oman
116,482,hres,Qatar
116,482,hres,Saudi Arabia
116,482,hres,"Sovereignty, recognition, national governance and status"
116,482,hres,Terrorism
116,482,hres,United Arab Emirates
116,853,hres,Congressional tributes
116,853,hres,Health care coverage and access
116,853,hres,Health information and medical records
116,853,hres,Health programs administration and funding
116,853,hres,Health promotion and preventive care
116,853,hres,Women's health
116,446,hres,Alliances
116,446,hres,Cultural exchanges and relations
116,446,hres,"Diplomacy, foreign officials, Americans abroad"
116,446,hres,Europe
116,446,hres,Germany
116,446,hres,International organizations and cooperation
116,446,hres,"Sovereignty, recognition, national governance and status"
116,446,hres,U.S. history
116,297,hres,Commemorative events and holidays
116,297,hres,Congressional tributes
116,297,hres,Higher education
116,297,hres,Minority education
116,297,hres,Music
116,297,hres,Performing arts
116,297,hres,Tennessee
116,1157,hres,Alaska Natives and Hawaiians
116,1157,hres,Commemorative events and holidays
116,1157,hres,Congressional tributes
116,1157,hres,Educational facilities and institutions
116,1157,hres,Higher education
116,1157,hres,Minority education
116,696,hres,Congressional tributes
116,696,hres,"Government buildings, facilities, and property"
116,696,hres,House of Representatives
116,696,hres,Members of Congress
116,171,hres,Commemorative events and holidays
116,171,hres,Congressional tributes
116,171,hres,Elementary and secondary education
116,171,hres,Higher education
116,171,hres,U.S. history
116,171,hres,Women's rights
116,534,hres,California
116,534,hres,Commemorative events and holidays
116,534,hres,Economic performance and conditions
116,534,hres,Professional sports
116,461,hres,Athletes
116,461,hres,Commemorative events and holidays
116,461,hres,Congressional tributes
116,461,hres,New York City
116,461,hres,Professional sports
116,1162,hres,"Criminal investigation, prosecution, interrogation"
116,1162,hres,"Government ethics and transparency, public corruption"
116,1162,hres,"Intelligence activities, surveillance, classified information"
116,1162,hres,National Security Agency
116,1162,hres,News media and reporting
116,845,hres,Area studies and international education
116,845,hres,"Competitiveness, trade promotion, trade deficits"
116,845,hres,Elementary and secondary education
116,845,hres,Foreign language and bilingual programs
116,845,hres,Higher education
116,845,hres,International exchange and broadcasting
116,1231,hres,Asia
116,1231,hres,Assault and harassment offenses
116,1231,hres,China
116,1231,hres,Crime victims
116,1231,hres,"Criminal investigation, prosecution, interrogation"
116,1231,hres,Detention of persons
116,1231,hres,Due process and equal protection
116,1231,hres,Family relationships
116,1231,hres,Foreign aid and international relief
116,1231,hres,Human rights
116,1231,hres,Indonesia
116,1231,hres,International law and treaties
116,1231,hres,Judicial procedure and administration
116,1231,hres,Law enforcement administration and funding
116,1231,hres,Lawyers and legal services
116,1231,hres,Missing persons
116,1231,hres,News media and reporting
116,1231,hres,Pakistan
116,1231,hres,Protest and dissent
116,1231,hres,Racial and ethnic relations
116,1231,hres,Rule of law and government transparency
116,1231,hres,"Sovereignty, recognition, national governance and status"
116,1231,hres,Sri Lanka
116,1231,hres,Terrorism
116,1231,hres,United Nations
116,1231,hres,Violent crime
116,1231,hres,"War crimes, genocide, crimes against humanity"
116,336,hres,Asia
116,336,hres,Crime victims
116,336,hres,Human rights
116,336,hres,International organizations and cooperation
116,336,hres,Political movements and philosophies
116,336,hres,Religion
116,336,hres,Sri Lanka
116,336,hres,Terrorism
116,275,hres,Commemorative events and holidays
116,275,hres,Financial literacy
116,132,hres,House of Representatives
116,132,hres,Legislative rules and procedure
116,666,hres,Human rights
116,666,hres,International law and treaties
116,666,hres,Senate
116,666,hres,United Nations
116,1066,hres,Community life and organization
116,1066,hres,Congressional tributes
116,1066,hres,Disability and health-based discrimination
116,1066,hres,Disability and paralysis
116,1066,hres,Disability assistance
116,1066,hres,Employment discrimination and employee rights
116,1066,hres,Government information and archives
116,1136,hres,Commemorative events and holidays
116,1136,hres,Congressional tributes
116,1136,hres,Historical and cultural resources
116,1136,hres,Latin America
116,1136,hres,Racial and ethnic relations
116,574,hres,Air quality
116,574,hres,Climate change and greenhouse gases
116,574,hres,Elementary and secondary education
116,574,hres,Environmental education
116,574,hres,"Teaching, teachers, curricula"
116,453,hres,Commemorative events and holidays
116,453,hres,Historical and cultural resources
116,453,hres,U.S. history
116,1171,hres,Cardiovascular and respiratory health
116,1171,hres,Child health
116,1171,hres,Emergency medical services and trauma care
116,1171,hres,Farmland
116,1171,hres,Food assistance and relief
116,1171,hres,Foreign aid and international relief
116,1171,hres,Infectious and parasitic diseases
116,1171,hres,Insects
116,1171,hres,Natural disasters
116,1171,hres,Nutrition and diet
116,1171,hres,Pest management
116,1171,hres,"Refugees, asylum, displaced persons"
116,1171,hres,Water use and supply
116,1171,hres,Women's employment
116,1171,hres,Women's health
116,1171,hres,World health
116,1206,hres,Commemorative events and holidays
116,1206,hres,Elementary and secondary education
116,1206,hres,Neurological disorders
116,1206,hres,Special education
116,950,hres,Alaska Natives and Hawaiians
116,950,hres,Commemorative events and holidays
116,950,hres,Crime and Law Enforcement
116,950,hres,Crime victims
116,950,hres,Crimes against women
116,950,hres,Indian social and development programs
116,950,hres,Violent crime
116,1123,hres,Commemorative events and holidays
116,1123,hres,Outdoor recreation
116,1123,hres,Urban and suburban affairs and development
116,1123,hres,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
116,1123,hres,Wildlife conservation and habitat protection
116,1194,hres,California
116,1194,hres,Congressional leadership
116,1194,hres,House of Representatives
116,1194,hres,Members of Congress
116,1016,hres,Arms control and nonproliferation
116,1016,hres,Asia
116,1016,hres,"Bank accounts, deposits, capital"
116,1016,hres,Commemorative events and holidays
116,1016,hres,Congressional tributes
116,1016,hres,Detention of persons
116,1016,hres,"Diplomacy, foreign officials, Americans abroad"
116,1016,hres,Foreign and international banking
116,1016,hres,Foreign loans and debt
116,1016,hres,Fraud offenses and financial crimes
116,1016,hres,Human rights
116,1016,hres,Multilateral development programs
116,1016,hres,North Korea
116,1016,hres,Nuclear weapons
116,1016,hres,Sanctions
116,1016,hres,Trade restrictions
116,1016,hres,United Nations
116,732,hres,Crime victims
116,732,hres,"Diplomacy, foreign officials, Americans abroad"
116,732,hres,First responders and emergency personnel
116,732,hres,International organizations and cooperation
116,732,hres,Law enforcement officers
116,732,hres,Political movements and philosophies
116,732,hres,Racial and ethnic relations
116,1223,hres,Africa
116,1223,hres,Cardiovascular and respiratory health
116,1223,hres,Child health
116,1223,hres,Congressional tributes
116,1223,hres,Crime victims
116,1223,hres,Crimes against children
116,1223,hres,Crimes against women
116,1223,hres,Disability and health-based discrimination
116,1223,hres,Drug therapy
116,1223,hres,Foreign aid and international relief
116,1223,hres,HIV/AIDS
116,1223,hres,Health care coverage and access
116,1223,hres,Health programs administration and funding
116,1223,hres,Health promotion and preventive care
116,1223,hres,Infectious and parasitic diseases
116,1223,hres,International organizations and cooperation
116,1223,hres,Minority health
116,1223,hres,Women's health
116,1223,hres,World health
116,669,hres,Adult education and literacy
116,669,hres,Commemorative events and holidays
116,669,hres,Community life and organization
116,669,hres,Family relationships
116,669,hres,Public-private cooperation
116,669,hres,"Social work, volunteer service, charitable organizations"
116,1143,hres,Cancer
116,1143,hres,Commemorative events and holidays
116,1143,hres,Health promotion and preventive care
116,1143,hres,Sex and reproductive health
116,1143,hres,Women's health
116,705,hres,Alliances
116,705,hres,Foreign aid and international relief
116,705,hres,International organizations and cooperation
116,705,hres,Middle East
116,705,hres,Military operations and strategy
116,705,hres,Syria
116,705,hres,Terrorism
116,260,hres,Commemorative events and holidays
116,260,hres,Congressional tributes
116,260,hres,Elementary and secondary education
116,260,hres,"Teaching, teachers, curricula"
116,265,hres,Congressional tributes
116,265,hres,Human rights
116,265,hres,Racial and ethnic relations
116,265,hres,U.S. history
116,265,hres,Women's rights
116,759,hres,Conflicts and wars
116,759,hres,"Diplomacy, foreign officials, Americans abroad"
116,759,hres,"Elections, voting, political campaign regulation"
116,759,hres,Europe
116,759,hres,"Government ethics and transparency, public corruption"
116,759,hres,"Intelligence activities, surveillance, classified information"
116,759,hres,"Presidents and presidential powers, Vice Presidents"
116,759,hres,Rule of law and government transparency
116,759,hres,Russia
116,759,hres,Subversive activities
116,759,hres,Ukraine
116,533,hres,Athletes
116,533,hres,California
116,533,hres,Congressional tributes
116,1071,hres,Congressional tributes
116,1071,hres,Law enforcement administration and funding
116,1071,hres,Law enforcement officers
116,673,hres,Commemorative events and holidays
116,673,hres,Crime victims
116,673,hres,"Criminal investigation, prosecution, interrogation"
116,673,hres,Domestic violence and child abuse
116,139,hres,Commemorative events and holidays
116,139,hres,Foreign language and bilingual programs
116,139,hres,Historical and cultural resources
116,139,hres,Language arts
116,964,hres,Cardiovascular and respiratory health
116,964,hres,Congressional committees
116,964,hres,Congressional oversight
116,964,hres,Emergency medical services and trauma care
116,964,hres,Employment discrimination and employee rights
116,964,hres,Fraud offenses and financial crimes
116,964,hres,"Government ethics and transparency, public corruption"
116,964,hres,Government studies and investigations
116,964,hres,House of Representatives
116,964,hres,Infectious and parasitic diseases
116,1085,hres,Afghanistan
116,1085,hres,Asia
116,1085,hres,Human rights
116,1085,hres,Racial and ethnic relations
116,1085,hres,"Refugees, asylum, displaced persons"
116,1085,hres,Religion
116,1085,hres,Terrorism
116,828,hres,Alternative and renewable resources
116,828,hres,"Competitiveness, trade promotion, trade deficits"
116,828,hres,Environmental technology
116,828,hres,Office of the U.S. Trade Representative
116,828,hres,Tariffs
116,828,hres,Trade agreements and negotiations
116,828,hres,Trade restrictions
116,968,hres,Congressional tributes
116,968,hres,Emergency communications systems
116,968,hres,First responders and emergency personnel
116,75,hres,Alliances
116,75,hres,Conflicts and wars
116,75,hres,Congressional tributes
116,75,hres,Crime victims
116,75,hres,"Diplomacy, foreign officials, Americans abroad"
116,75,hres,First responders and emergency personnel
116,75,hres,Human rights
116,75,hres,Kenya
116,75,hres,Somalia
116,75,hres,Terrorism
116,262,hres,Commemorative events and holidays
116,262,hres,Congressional tributes
116,262,hres,Electric power generation and transmission
116,262,hres,First responders and emergency personnel
116,262,hres,Worker safety and health
116,873,hres,Cardiovascular and respiratory health
116,873,hres,Digestive and metabolic diseases
116,873,hres,Health promotion and preventive care
116,873,hres,Medical research
116,873,hres,Medical tests and diagnostic methods
116,873,hres,Minority health
116,873,hres,Women's health
116,1089,hres,Cardiovascular and respiratory health
116,1089,hres,Congressional tributes
116,1089,hres,Emergency medical services and trauma care
116,1089,hres,Infectious and parasitic diseases
116,1089,hres,Military personnel and dependents
116,368,hres,Commemorative events and holidays
116,368,hres,Congressional tributes
116,368,hres,Health personnel
116,368,hres,Nursing
116,1262,hres,Cardiovascular and respiratory health
